Transaction ID,MTCN,Sender Name,Receiver Name,PEP Related,Sender Currency,Receiver Currency,KYC Status,Transaction Type,Amount,Channel,Risk Rating,Timestamp,Sender Age,Sender Country,Receiver Country,Customer Address
TXN1000283,24336334.0,,David Anderson,No,CHF,USD,,Outer-transaction,14450.1,Web Portal,High,2023-10-22 10:30,60,Australia,UAE,"5966 Broadway, Mumbai"
TXN1000284,17337997.0,Elena Souza,Lucas Velez,No,JPY,AUD,Non-KYC,outer-transaction,5833.18,ATM,High,2023-02-04 12:30,65,UAE,Germany,"9246 Broadway, Toronto"
TXN1000285,96493863.0,Jessica Silva,Mary Rodriguez,Y,SGD,SGD,KYC,Outer-transaction,10480.25,Agent Network,Low,2026-10-22 01:38,56,Canada,Canada,"7482 Broadway, New York"
TXN1000286,34661114.0,Sanjay Anderson,Lucas Nair,No,AUD,INR,,Outer-transaction,12705.94,ATM,High,2022-04-14 14:56,59,France,UAE,"2359 Cedar Ln, London"
TXN1000287,65632768.0,Susan Garcia,Joseph Volkov,No,chf,,KYC,outer-transaction,2982.01,Web Portal,Low,2020-08-14 10:33,43,Canada,UAE,"564 Broadway, Paris"
TXN1000288,80576741.0,Jessica Dubois,Priya Souza,No,ZAR,SGD,Verified,EXTERNAL,7417.58,Web Portal,Critical,2021-03-17 06:03,67,Australia,Brazil,"6874 Main St, Paris"
TXN1000289,48949039.0,David Davis,Nancy Anderson,0,CAD,chf,,outer-transaction,10305.92,ATM,Critical,2026-09-09 10:28,42,Brazil,Brazil,"9176 View Rd, Dubai"
TXN1000290,90293348.0,Elena Al-Sayed,Lucas Johnson,No,JPY,CHF,KYC,INTERNAL,2698.79,Web Portal,Critical,2021-12-28 01:15,41,South Africa,South Africa,"6519 Maple Dr, Paris"
TXN1000291,77002914.0,Zayn Khan,David Al-Sayed,No,AUD,AED,Unverified,Outer-transaction,4739.99,ATM,Medium,2024-05-23 06:12,30,Australia,UK,"5850 Maple Dr, New York"
TXN1000292,76425800.0,Mary Anderson,Susan Rostova,No,SGD,SGD,Verified,Outer-transaction,12525.96,Agent Network,High,2025-11-01 04:16,77,Germany,UAE,"3956 Oak Ave, Dubai"
TXN1000293,54111700.0,  JOHN MARTINEZ ,Marta Velez,No,CAD,CHF,,EXTERNAL,7203.03,Branch Counter,Low,2022-11-02 20:43,24,Australia,India,"9216 Pine Rd, Dubai"
TXN1000294,27357063.0,William Malik,Mary Silva,No,CAD,USD,Non-KYC,outer-transaction,1346.93,Web Portal,Medium,2025-01-06 18:06,74,Canada,UAE,"1646 Oak Ave, London"
TXN1000295,51621092.0,Carlos Velez,Nancy Jones,No,EUR,CAD,Unverified,Inter-transaction,11349.79,Branch Counter,Medium,2025-01-22 05:07,53,UK,South Africa,"1194 Maple Dr, London"
TXN1000296,76481027.0,Charles Nair,Sanjay Taylor,No,sgd,AUD,Verified,Outer-transaction,7851.15,Branch Counter,Low,2021-05-07 12:36,62,India,Australia,"9054 Maple Dr, London"
TXN1000297,44206757.0,  CHRISTOPHER WILLIAMS ,Jean-Pierre Taylor,No,BRL,ZAR,,inter-transaction,4716.06,ATM,Critical,2024-03-28 01:40,37,UK,USA,"2875 Oak Ave, Sydney"
TXN1000298,24271459.0,,John Smith,No,USD,GBP,,outer-transaction,4548.97,Agent Network,High,2023-02-17 10:23,82,Canada,Canada,"6728 Maple Dr, Toronto"
TXN1000299,38082305.0,Sarah Nair, michael nair   ,No,ZAR,JPY,Non-KYC,Outer-transaction,11084.33,ATM,Critical,2022-08-27 05:25,25,India,UK,"8072 View Rd, New York"
TXN1000300,23779264.0,  SANJAY MALIK ,Elena Wilson,TRUE,SGD,BRL,Pending,INTERNAL,10871.97,ATM,Medium,2026-07-28 06:56,33,Germany,Germany,"8875 Maple Dr, Paris"
TXN1000301,76409428.0,Nancy Nair,Susan Anderson,No,USD,GBP,,inter-transaction,13826.82,ATM,Medium,2025-09-18 06:18,31,South Africa,Germany,"6126 View Rd, Mumbai"
TXN1000302,31746728.0,Nancy Miller,Barbara Rostova,Yes,ZAR,SGD,Unverified,inter-transaction,3528.44,Agent Network,Low,2021-10-01 05:42,32,UAE,Germany,"961 Maple Dr, London"
TXN1000303,55329991.0,  JESSICA BROWN ,Nancy Davis,No,INR,SGD,Verified,Outer-transaction,12802.59,Agent Network,Low,2020-06-21 10:38,83,Canada,Brazil,"4234 Maple Dr, New York"
TXN1000304,23672496.0,Amir Moore,Mary Taylor,No,ZAR,EUR,Pending,outer-transaction,10990.95,Mobile App,Medium,2024-04-19 01:18,49,France,Germany,"7687 Cedar Ln, Mumbai"
TXN1000305,73574016.0,Richard Martinez,Charles Garcia,No,CAD,BRL,Unverified,Outer-transaction,2078.54,ATM,Critical,2020-09-15 03:57,80,Canada,Canada,"4231 Cedar Ln, London"
TXN1000306,79437366.0,Robert Williams,Richard Hernandez,No,gbp,,KYC,EXTERNAL,14700.91,Agent Network,High,2021-05-31 05:48,68,Canada,USA,"5557 View Rd, Paris"
TXN1000307,47551535.0,Carlos Taylor,Nancy Souza,No,AUD,SGD,Verified,EXTERNAL,6073.54,Web Portal,High,2021-06-06 04:27,42,India,Germany,"1979 Broadway, Paris"
TXN1000308,22458031.0,Charles Moore,Barbara Taylor,No,zar,GBP,Verified,EXTERNAL,6346.96,Agent Network,Low,2025-04-01 06:08,75,USA,UAE,"7642 Pine Rd, Sydney"
TXN1000309,10699730.0,Thomas Hernandez,Elizabeth Silva,Yes,CHF,CHF,Verified,inter-transaction,10007.17,Agent Network,Medium,2025-12-04 00:00,80,Australia,UAE,"3473 View Rd, Mumbai"
TXN1000310,67135430.0,Amir Wilson,Robert Williams,No,GBP,SGD,Unverified,inter-transaction,8768.71,ATM,Critical,2026-02-09 18:05,79,USA,Brazil,"1389 View Rd, Toronto"
TXN1000311,81020117.0,Patricia Rostova,William Anderson,No,BRL,GBP,KYC,inter-transaction,8580.75,Mobile App,Medium,2025-04-13 17:09,39,Germany,Canada,"6159 Maple Dr, Dubai"
TXN1000312,16529832.0,Priya Volkov,Barbara Volkov,No,GBP,BRL,Pending,inter-transaction,8490.8,Branch Counter,Critical,2023-02-13 10:32,75,France,USA,"5562 Main St, New York"
TXN1000313,53649791.0,Robert Silva,Nancy Velez,No,AUD,inr,Verified,EXTERNAL,1337.06,Web Portal,Low,2026-01-18 00:12,75,South Africa,UK,"3418 Broadway, Paris"
TXN1000314,86536905.0,Charles Miller,Jean-Pierre Thomas,No,USD,EUR,,INTERNAL,6669.0,Agent Network,High,2022-04-18 04:19,66,Brazil,South Africa,"7757 Main St, Paris"
TXN1000315,61272646.0,David Williams,Patricia Brown,No,AED,GBP,KYC,INTERNAL,14417.24,Web Portal,Low,2022-12-25 00:51,69,Germany,USA,"6424 Oak Ave, New York"
TXN1000316,16962963.0,  WILLIAM DAVIS ,Jean-Pierre Martin,No,SGD,JPY,Unverified,Inter-transaction,7267.73,ATM,Medium,2022-12-29 02:17,59,Brazil,South Africa,"5308 Oak Ave, Toronto"
TXN1000317,64592513.0,Thomas Williams,Zayn Nair,No,GBP,CAD,Pending,outer-transaction,636.46,ATM,High,2026-10-30 08:13,32,Brazil,Australia,"5167 Main St, Paris"
TXN1000318,94853379.0,William Jackson,Amir Taylor,No,GBP,BRL,,INTERNAL,14982.33,ATM,Medium,2026-09-29 16:54,71,South Africa,South Africa,"2253 Broadway, Paris"
TXN1000319,53169555.0,Richard Miller,Thomas Martin,No,BRL,GBP,Unverified,INTERNAL,13430.07,ATM,Critical,2026-10-24 13:28,77,UK,India,"7074 Broadway, Paris"
TXN1000320,60516391.0,  AMIR MARTIN ,Susan Gonzalez,No,BRL,USD,Verified,EXTERNAL,13821.77,Branch Counter,Medium,2025-05-23 03:36,25,USA,UAE,"7792 Main St, New York"
TXN1000321,91339562.0,William Smith,William Khan,No,EUR,AED,,INTERNAL,8481.45,Mobile App,Medium,2026-11-16 20:16,70,Canada,Canada,"4235 Maple Dr, London"
TXN1000322,13102778.0,Elena Velez,Karen Martin,No,jpy,SGD,Verified,outer-transaction,12666.68,ATM,High,2026-09-09 21:24,77,UAE,France,"7224 Oak Ave, Mumbai"
TXN1000323,66379776.0,Karen Anderson,Richard Smith,No,CAD,EUR,KYC,Outer-transaction,2961.18,Branch Counter,High,2024-04-23 01:54,22,Brazil,Brazil,"546 Maple Dr, Sydney"
TXN1000324,43609390.0,Elizabeth Brown,Sarah Davis,1,USD,cad,KYC,EXTERNAL,6702.38,Mobile App,Low,2024-04-29 21:04,85,France,India,"3209 Pine Rd, Sydney"
TXN1000325,50462762.0,Nancy Nair,Jessica Williams,No,usd,JPY,Pending,EXTERNAL,9363.88,ATM,Critical,2026-09-08 03:35,23,Germany,South Africa,"326 Oak Ave, Paris"
TXN1000326,88894973.0,William Brown,Patricia Smith,No,EUR,CHF,Unverified,outer-transaction,10872.1,ATM,Medium,2026-07-01 05:51,64,UK,Germany,"286 Main St, Dubai"
TXN1000327,88338313.0,Carlos Moore,Jean-Pierre Jones,No,AED,chf,KYC,Outer-transaction,7611.55,Agent Network,Low,2023-01-19 20:12,72,Brazil,Canada,"2635 Cedar Ln, Mumbai"
TXN1000328,72733686.0,Nancy Rostova,Richard Malik,No,CAD,CHF,Unverified,Outer-transaction,13800.1,Web Portal,Medium,2022-01-19 21:36,57,UK,India,"9140 Main St, Mumbai"
TXN1000329,34728879.0,Amir Smith,Susan Smith,No,USD,JPY,KYC,Inter-transaction,2994.85,Branch Counter,Medium,2022-12-29 22:24,69,UK,Brazil,"5609 Pine Rd, Mumbai"
TXN1000330,23581521.0,John Khan,Marta Jones,No,EUR,CAD,Pending,INTERNAL,13226.14,Mobile App,Low,2023-04-04 22:38,33,Brazil,UAE,"1981 View Rd, Paris"
TXN1000331,16200213.0,Jean-Pierre Martin,Christopher Miller,Y,AED,GBP,Pending,outer-transaction,3146.47,Mobile App,Critical,2026-03-11 19:32,30,India,Canada,"4505 Maple Dr, Sydney"
TXN1000332,60181152.0,Charles Rostova,Sarah Rostova,1,SGD,AED,Non-KYC,outer-transaction,12948.89,ATM,Medium,2025-02-18 13:55,47,Australia,Brazil,"1674 Main St, Mumbai"
TXN1000333,49600674.0,Thomas Taylor,Susan Davis,No,SGD,JPY,Verified,inter-transaction,5741.74,Web Portal,Critical,2024-11-22 03:16,36,France,Australia,"1795 Pine Rd, Dubai"
TXN1000334,47101128.0,Priya Davis,Patricia Brown,No,USD,JPY,,inter-transaction,2867.73,Agent Network,Medium,2026-08-13 20:45,34,Canada,Australia,"3362 View Rd, Sydney"
TXN1000335,97954019.0,John Thomas,Sanjay Taylor,TRUE,GBP,AUD,Pending,outer-transaction,10840.43,ATM,High,2024-05-26 15:45,80,Canada,Brazil,"152 View Rd, Toronto"
TXN1000336,60291405.0,Michael Jackson,Zayn Jones,No,BRL,USD,Unverified,EXTERNAL,8068.68,Branch Counter,Low,2020-02-18 15:55,36,France,India,"7679 Pine Rd, Mumbai"
TXN1000337,62463815.0,Joseph Miller,Joseph Williams,No,INR,SGD,KYC,EXTERNAL,8298.07,Mobile App,Critical,2022-12-11 19:28,75,India,Canada,"7001 Oak Ave, Dubai"
TXN1000338,17711235.0,Susan Taylor, john garcia   ,No,AUD,AUD,Non-KYC,Outer-transaction,13058.03,Branch Counter,Critical,2023-08-05 07:23,72,Canada,India,"6955 Broadway, Dubai"
TXN1000339,29151794.0,Thomas Williams, amir gonzalez   ,No,INR,JPY,KYC,inter-transaction,9698.02,ATM,High,2024-07-07 02:24,79,UK,UK,"9521 Pine Rd, London"
TXN1000340,61628861.0,Priya Velez,Linda Rostova,No,AUD,BRL,Verified,EXTERNAL,13745.28,Web Portal,Critical,2025-12-20 18:32,40,South Africa,South Africa,"4582 Pine Rd, Sydney"
TXN1000341,43925761.0,William Taylor,Mary Anderson,No,ZAR,BRL,KYC,Inter-transaction,3766.58,Web Portal,High,2023-04-04 01:14,26,Germany,UK,"9118 Broadway, Mumbai"
TXN1000342,31658249.0,Linda Khan,John Martin,No,AED,eur,Non-KYC,outer-transaction,5377.72,Web Portal,Low,2023-10-29 21:59,29,USA,Australia,"5474 Cedar Ln, Dubai"
TXN1000343,51382580.0,Thomas Johnson,Nancy Smith,No,AUD,INR,KYC,inter-transaction,12309.69,Mobile App,Medium,2026-08-17 09:17,18,Canada,UAE,"407 Main St, Paris"
TXN1000344,93842238.0,William Souza,Karen Gonzalez,0,EUR,INR,Unverified,Outer-transaction,6887.05,Mobile App,High,2025-01-02 21:45,75,France,USA,"4920 Oak Ave, Sydney"
TXN1000345,86397410.0,Linda Rodriguez,Patricia Martin,No,ZAR,BRL,,inter-transaction,14670.54,ATM,Low,2021-04-23 16:26,18,South Africa,South Africa,"3658 Broadway, Dubai"
TXN1000346,11783979.0,  ELIZABETH SMITH ,Nancy Dubois,Y,AED,INR,Verified,Outer-transaction,2283.54,Web Portal,Low,2022-04-11 12:32,51,Brazil,Australia,"6631 Cedar Ln, Mumbai"
TXN1000347,15316025.0,Charles Silva,Jessica Nair,N,USD,INR,,Outer-transaction,12023.76,Web Portal,Critical,2024-06-02 04:25,65,Australia,India,"3085 Oak Ave, New York"
TXN1000348,37409946.0,Michael Williams,Linda Jackson,No,INR,INR,Unverified,Outer-transaction,9091.71,Branch Counter,High,2021-11-12 12:26,18,France,India,"8567 Maple Dr, Mumbai"
TXN1000349,69240493.0,Jessica Taylor,Nancy Al-Sayed,No,gbp,SGD,Pending,INTERNAL,2300.45,Web Portal,High,2023-08-16 13:23,33,UK,India,"436 View Rd, Sydney"
TXN1000350,30766764.0,Priya Miller,John Smith,Y,BRL,BRL,Unverified,outer-transaction,4624.08,Agent Network,Low,2020-03-22 02:46,78,Australia,UAE,"4068 Broadway, Mumbai"
TXN1000351,56785439.0,Charles Rostova, sarah nair   ,No,BRL,USD,Verified,EXTERNAL,10601.32,Mobile App,Medium,2020-03-27 18:48,81,Germany,UK,"3229 Oak Ave, Toronto"
TXN1000352,25667321.0,Jean-Pierre Williams,Sanjay Rostova,0,AUD,BRL,Unverified,inter-transaction,10380.63,Agent Network,Critical,2026-03-22 02:47,80,Germany,USA,"4304 Broadway, Dubai"
TXN1000353,29154679.0,David Al-Sayed,William Souza,Yes,brl,AED,Unverified,INTERNAL,6258.47,Branch Counter,Critical,2025-08-25 13:11,39,India,India,"8619 Pine Rd, London"
TXN1000354,38531115.0,Linda Miller,Mary Al-Sayed,No,INR,AED,,Outer-transaction,1206.35,Mobile App,Critical,2022-04-01 11:28,84,UAE,France,"1234 Pine Rd, Mumbai"
TXN1000355,10969945.0,Marta Jackson,Lucas Johnson,No,JPY,USD,Verified,INTERNAL,6447.51,Branch Counter,High,2020-06-11 10:16,43,India,South Africa,"8202 Cedar Ln, New York"
TXN1000356,71326664.0,Zayn Rostova,,N,GBP,USD,Verified,outer-transaction,9279.09,ATM,Critical,2026-07-25 07:48,33,South Africa,Canada,"8447 Main St, Mumbai"
TXN1000357,53691252.0,Marta Anderson,Elizabeth Martin,No,BRL,CHF,,EXTERNAL,13578.99,ATM,High,2025-04-16 20:56,68,Australia,France,"3443 Broadway, London"
TXN1000358,21689007.0,Barbara Khan,Marta Moore,TRUE,SGD,GBP,Non-KYC,EXTERNAL,10501.64,Mobile App,Critical,2025-01-24 22:19,74,UAE,USA,"821 Broadway, New York"
TXN1000359,26521948.0,Marta Jones,Priya Moore,No,SGD,EUR,KYC,EXTERNAL,5154.95,ATM,Critical,2025-02-03 10:56,46,Brazil,UAE,"3457 Broadway, Mumbai"
TXN1000360,25583513.0,Christopher Lopez,Michael Malik,No,AUD,CHF,Unverified,inter-transaction,11571.5,Web Portal,Medium,2023-01-20 01:09,64,UK,USA,"6851 Oak Ave, Mumbai"
TXN1000361,71174364.0,Michael Martin,Barbara Jones,Yes,BRL,USD,,INTERNAL,7179.46,Web Portal,Critical,2026-02-06 09:42,79,Australia,Canada,"1217 Oak Ave, Mumbai"
TXN1000362,40208616.0,Elena Al-Sayed,Mary Souza,Y,GBP,SGD,KYC,INTERNAL,5890.36,ATM,Critical,2025-02-25 05:35,33,India,South Africa,"1747 Broadway, New York"
TXN1000363,23062011.0,Michael Hernandez,Jean-Pierre Silva,No,USD,BRL,Non-KYC,Outer-transaction,3279.87,Web Portal,Low,2026-12-15 23:11,65,USA,Canada,"6871 Broadway, New York"
TXN1000364,32578497.0,Priya Johnson,Patricia Lopez,TRUE,GBP,USD,,outer-transaction,3682.57,Mobile App,Medium,2022-07-11 10:54,56,UAE,Brazil,"2861 Maple Dr, Paris"
TXN1000365,98384904.0,Robert Dubois,Thomas Malik,N,AUD,aed,,EXTERNAL,13628.09,Web Portal,Low,2025-12-15 22:26,50,UAE,South Africa,"7169 Main St, New York"
TXN1000366,86695110.0,Michael Brown,Richard Williams,Yes,JPY,GBP,,outer-transaction,968.34,Agent Network,Low,2023-12-20 12:36,40,UK,USA,"2796 View Rd, Paris"
TXN1000367,15253706.0,Michael Jackson,William Nair,No,JPY,AED,Pending,Outer-transaction,6351.54,Mobile App,Medium,2024-05-01 05:00,27,Canada,India,"3172 Maple Dr, Toronto"
TXN1000368,57260360.0,Nancy Moore,Charles Miller,No,ZAR,USD,Pending,INTERNAL,3248.44,Branch Counter,High,2021-07-18 05:49,51,Germany,USA,"3891 Main St, Paris"
TXN1000369,44115380.0,Marta Wilson,,No,EUR,ZAR,,EXTERNAL,12309.42,Agent Network,Medium,2026-11-05 21:40,69,Germany,USA,"1604 Cedar Ln, Dubai"
TXN1000370,24762625.0,Marta Moore,Jessica Williams,No,EUR,CAD,KYC,outer-transaction,14692.48,Web Portal,Critical,2021-04-15 23:24,27,USA,South Africa,"5148 Pine Rd, Dubai"
TXN1000371,86793756.0,Zayn Martinez,Karen Rodriguez,No,USD,GBP,Pending,INTERNAL,8923.31,ATM,Critical,2022-09-14 14:25,36,South Africa,Brazil,"9636 Pine Rd, London"
TXN1000372,95791097.0,Susan Rostova,Jean-Pierre Davis,No,AUD,BRL,Unverified,INTERNAL,14125.74,Web Portal,High,2025-04-18 07:50,75,South Africa,USA,"9174 Pine Rd, Paris"
TXN1000373,87217700.0,Mary Williams,,No,SGD,USD,Pending,EXTERNAL,14969.34,Agent Network,Low,2020-08-11 23:47,18,Brazil,France,"7950 Broadway, New York"
TXN1000374,98741286.0,Priya Khan,Carlos Taylor,No,USD,CHF,Non-KYC,Inter-transaction,5512.09,Web Portal,High,2026-01-10 05:05,21,Australia,Australia,"1604 Oak Ave, Mumbai"
TXN1000375,25819626.0,Barbara Martinez,Sarah Martinez,No,USD,BRL,,Inter-transaction,14031.86,Agent Network,Critical,2020-12-16 21:34,33,France,Germany,"4024 Broadway, Dubai"
TXN1000376,57584523.0,  JOHN BROWN ,Jessica Thomas,No,JPY,JPY,Verified,Outer-transaction,7065.77,Branch Counter,High,2025-04-12 09:00,41,Canada,Germany,"8200 Cedar Ln, Toronto"
TXN1000377,57477880.0,Fatima Wilson,John Lopez,Y,BRL,INR,KYC,Outer-transaction,9996.41,ATM,High,2020-12-14 13:35,19,India,USA,"5017 Main St, New York"
TXN1000378,77358318.0,Fatima Souza, fatima khan   ,N,GBP,EUR,,Outer-transaction,790.08,Branch Counter,Critical,2020-06-30 11:37,49,France,France,"4422 Pine Rd, Toronto"
TXN1000379,43482865.0,David Dubois,Patricia Malik,No,,INR,,INTERNAL,9170.4,Web Portal,Medium,2021-09-28 10:11,41,France,India,"7099 Main St, Mumbai"
TXN1000380,16839113.0,Joseph Wilson,Charles Martinez,Yes,INR,INR,Verified,inter-transaction,4215.53,Branch Counter,Critical,2022-10-14 09:49,29,UAE,UAE,"7382 Oak Ave, Paris"
TXN1000381,91405981.0,Patricia Wilson,Linda Rodriguez,1,CAD,cad,Verified,inter-transaction,11121.97,Branch Counter,High,2026-02-04 06:06,67,USA,UAE,"1974 Broadway, Sydney"
TXN1000382,88726945.0,Priya Volkov,Sanjay Khan,No,BRL,SGD,Non-KYC,INTERNAL,10814.33,Mobile App,Medium,2022-02-10 10:35,52,Germany,South Africa,"8564 View Rd, Toronto"
TXN1000383,59125302.0,  THOMAS NAIR ,Elena Brown,0,EUR,SGD,,Outer-transaction,4351.95,Agent Network,Low,2022-10-12 19:30,50,Brazil,Germany,"1151 Oak Ave, Dubai"
TXN1000384,61559796.0,  KAREN DUBOIS ,Joseph Gonzalez,No,inr,GBP,Pending,outer-transaction,7562.23,Agent Network,High,2025-10-12 00:12,50,South Africa,USA,"7638 Maple Dr, Sydney"
TXN1000385,29882943.0,Carlos Rodriguez,Priya Jones,No,USD,ZAR,,INTERNAL,14583.56,Branch Counter,Low,2020-01-29 17:40,78,USA,UAE,"6420 Pine Rd, Sydney"
TXN1000386,39431208.0,Fatima Rodriguez,Linda Rodriguez,TRUE,JPY,ZAR,Unverified,EXTERNAL,3867.6,Agent Network,Medium,2026-08-16 23:23,68,UAE,USA,"2205 Cedar Ln, Sydney"
TXN1000387,68237550.0,Susan Jones,Carlos Thomas,No,GBP,SGD,,inter-transaction,325.5,Web Portal,Medium,2025-11-14 08:30,60,India,South Africa,"7837 Main St, New York"
TXN1000388,80703020.0,Michael Al-Sayed,Jean-Pierre Silva,No,EUR,aud,Non-KYC,Outer-transaction,11554.06,Branch Counter,Medium,2025-03-08 22:40,29,Brazil,Germany,"1351 Broadway, Sydney"
TXN1000389,85544613.0,Carlos Anderson, amir garcia   ,No,SGD,GBP,KYC,Inter-transaction,8174.19,Mobile App,Critical,2024-01-05 09:59,84,UAE,Canada,"1617 Pine Rd, London"
TXN1000390,61639439.0,Marta Volkov,Elena Khan,0,SGD,GBP,Verified,Inter-transaction,5413.8,Mobile App,Low,2023-05-11 01:37,82,Germany,Australia,"9670 View Rd, Toronto"
TXN1000391,48521233.0,Susan Volkov, patricia rodriguez   ,0,ZAR,CAD,Non-KYC,EXTERNAL,2207.37,Web Portal,Critical,2025-08-30 14:02,50,Germany,Australia,"4991 Main St, London"
TXN1000392,22139593.0,Richard Jones,Linda Dubois,No,CAD,SGD,,Outer-transaction,5753.95,Agent Network,Critical,2023-01-30 10:30,57,Germany,UAE,"2963 Main St, Paris"
TXN1000393,39438509.0,  ELENA WILLIAMS ,Elizabeth Lopez,No,USD,CAD,Non-KYC,inter-transaction,6911.22,Agent Network,Critical,2020-03-06 05:02,60,USA,Australia,"6703 Oak Ave, Sydney"
TXN1000394,67003442.0,Susan Johnson,Elena Brown,No,EUR,sgd,KYC,Inter-transaction,8542.06,ATM,Medium,2023-02-08 23:10,61,USA,Canada,"4105 Maple Dr, Toronto"
TXN1000395,96549919.0,Elena Smith,Barbara Brown,No,ZAR,USD,Unverified,INTERNAL,10673.99,Branch Counter,High,2020-12-03 14:44,46,South Africa,USA,"283 Maple Dr, Paris"
TXN1000396,93086647.0,Mary Davis,Joseph Garcia,N,JPY,CHF,Unverified,Outer-transaction,829.53,Branch Counter,Critical,2025-12-10 19:27,30,South Africa,South Africa,"6715 Broadway, Dubai"
TXN1000397,24289429.0,,Nancy Smith,N,AED,inr,Pending,Inter-transaction,8460.45,ATM,Low,2024-09-24 09:37,29,India,Canada,"8828 Broadway, London"
TXN1000398,62430988.0,Fatima Lopez, michael rostova   ,No,CAD,AUD,Unverified,outer-transaction,8799.51,Mobile App,High,2021-03-22 14:56,63,Brazil,South Africa,"5798 Oak Ave, Dubai"
TXN1000399,97807942.0,Michael Dubois,Elena Garcia,FALSE,JPY,JPY,Non-KYC,inter-transaction,4369.72,Agent Network,Critical,2020-10-07 17:49,19,UK,South Africa,"1196 Oak Ave, Sydney"
TXN1000400,76776383.0,Patricia Silva,John Jones,N,AED,JPY,Non-KYC,inter-transaction,2430.47,Branch Counter,High,2021-08-18 06:14,52,UK,Germany,"8102 Cedar Ln, Toronto"
TXN1000401,97280725.0,Priya Jones,Patricia Jackson,No,CAD,,Pending,inter-transaction,5611.51,ATM,Critical,2025-06-09 17:17,25,UAE,USA,"3454 Main St, Paris"
TXN1000402,24132859.0,Barbara Gonzalez,Linda Jackson,No,EUR,INR,Unverified,Inter-transaction,1296.48,Mobile App,Critical,2022-12-10 19:40,43,Germany,France,"1286 Maple Dr, New York"
TXN1000403,47362868.0,Thomas Johnson, karen jones   ,1,GBP,ZAR,Verified,outer-transaction,14678.63,Web Portal,Low,2020-07-28 23:01,51,Brazil,Australia,"6405 Broadway, Paris"
TXN1000404,50042087.0,Zayn Rostova,Thomas Malik,No,INR,zar,Verified,Outer-transaction,2987.09,ATM,Critical,2020-05-05 07:19,24,France,France,"7095 Maple Dr, Paris"
TXN1000405,85283856.0,Lucas Volkov,Nancy Miller,No,ZAR,CHF,,EXTERNAL,4754.56,Web Portal,Critical,2021-05-06 01:42,85,USA,Germany,"7399 Broadway, Paris"
TXN1000406,26873477.0,Sanjay Anderson,Sanjay Jackson,No,INR,BRL,Verified,Outer-transaction,14286.13,Agent Network,Low,2022-08-27 06:37,75,Australia,South Africa,"6611 Main St, Dubai"
TXN1000407,65573350.0,Jessica Lopez,,No,JPY,CAD,Pending,outer-transaction,5729.63,ATM,High,2021-08-03 09:04,46,Canada,UAE,"3772 Oak Ave, Dubai"
TXN1000408,93728466.0,Priya Moore,Patricia Nair,No,CHF,USD,,Outer-transaction,12846.58,Mobile App,High,2026-04-24 10:00,53,India,Australia,"4070 Oak Ave, Mumbai"
TXN1000409,48064741.0,  DAVID VOLKOV ,Marta Rodriguez,No,AUD,ZAR,Verified,INTERNAL,12302.32,Agent Network,High,2023-04-26 01:55,38,Germany,Australia,"5652 Maple Dr, Dubai"
TXN1000410,87558199.0,,,TRUE,GBP,AUD,Pending,Inter-transaction,9475.3,ATM,High,2020-08-17 00:18,53,Germany,USA,"6689 Cedar Ln, New York"
TXN1000411,82970485.0,Priya Williams,Christopher Gonzalez,No,BRL,GBP,Non-KYC,inter-transaction,2915.5,Web Portal,Critical,2020-07-07 01:20,27,Germany,Brazil,"2441 Cedar Ln, Paris"
TXN1000412,71623079.0,Priya Martin,Patricia Brown,No,AED,,Unverified,Inter-transaction,6212.04,ATM,Low,2025-08-19 19:22,41,USA,UK,"8285 Oak Ave, Dubai"
TXN1000413,33981630.0,Marta Jackson,Sanjay Martin,Y,EUR,CAD,,inter-transaction,13899.48,Web Portal,Low,2021-05-16 20:23,81,USA,UK,"5143 Broadway, Dubai"
TXN1000414,21199497.0,Fatima Rostova,Michael Rodriguez,No,INR,EUR,Pending,outer-transaction,13836.0,Branch Counter,Medium,2025-11-02 03:11,66,Canada,UK,"7292 Cedar Ln, New York"
TXN1000415,37626276.0,Fatima Thomas,Jessica Volkov,No,CHF,BRL,Verified,inter-transaction,13469.44,Mobile App,Critical,2020-02-18 21:19,53,France,Brazil,"2772 Pine Rd, Sydney"
TXN1000416,63459816.0,John Brown,Linda Silva,No,GBP,CAD,KYC,inter-transaction,10327.5,Branch Counter,Medium,2021-11-19 17:00,41,Brazil,USA,"9618 Broadway, Sydney"
TXN1000417,85290602.0,David Rostova,Nancy Volkov,N,ZAR,EUR,Non-KYC,Outer-transaction,754.4,ATM,Critical,2021-01-21 00:23,40,Germany,Brazil,"190 Oak Ave, Mumbai"
TXN1000418,12393947.0,Sanjay Silva,Zayn Jackson,TRUE,SGD,aed,Verified,EXTERNAL,253.92,ATM,Low,2022-08-27 13:35,79,UK,UK,"4159 Pine Rd, Dubai"
TXN1000419,62791522.0,Barbara Rostova,Thomas Thomas,N,EUR,CAD,Verified,EXTERNAL,10866.56,Web Portal,Medium,2022-10-02 04:10,54,South Africa,Germany,"9978 Pine Rd, London"
TXN1000420,44854691.0,Carlos Silva,Mary Brown,No,AED,EUR,Non-KYC,INTERNAL,6915.8,Web Portal,High,2026-03-15 23:59,29,UK,Canada,"4540 Maple Dr, New York"
